ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,W2008,SARATOGA SQ SENIOR (W20),RISEBORO COMMUNITY PARTNERSHIP INC,930 Halsey Street,BROOKLYN,NY,11233,BROOKLYN,347-425-0676,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.685579,-73.916976,316,41,373,3339097,3014950013,Ocean Hill,POINT (-73.916976 40.685579)
OLDER ADULT CENTER CONTRACTS,W2105,SELFHELP MASPETH (W21),SELFHELP COMMUNITY SERVICES INC,69-61 Grand Avenue,FLUSHING,NY,11378,QUEENS,718-429-3636,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.727019,-73.893556,405,30,49302,4058561,4025010032,Maspeth,POINT (-73.893556 40.727019)
CAREGIVER SERVICES CONTRACTS,2K401,HEIGHTS AND HILLS INC (2K4),HEIGHTS AND HILLS INC.,81 WILLOUGHBY STREET,BROOKLYN,NY,11201,BROOKLYN,718-596-8789,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.692184,-73.985753,302,33,11,3000350,3001480046,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.985753 40.692184)
CAREGIVER SERVICES CONTRACTS,5K101,JEWISH COMMUNITY CENTER OF STATEN ISLAND (5K1),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1297 Arthur Kill Road,STATEN ISLAND,NY,10312,STATEN ISLAND,718-475-5287,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.565339,-74.183774,503,51,226,5077603,5059000105,New Springville-Bloomfield-Travis,POINT (-74.183774 40.565339)
OLDER ADULT CENTER CONTRACTS,C4703,JCCGCI JAY-HARAMA OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2600 Ocean Avenue,BROOKLYN,NY,11229,BROOKLYN,718-891-1110,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.598158,-73.951186,315,48,578,3199766,3073520032,Madison,POINT (-73.951186 40.598158)
OLDER ADULT CENTER CONTRACTS,C1801,ANDERSON NEIGHBORHOOD SENIOR CENTER (C18),CATHOLIC CHARITIES OF STATEN ISLAND INC.,120 Anderson Avenue,STATEN ISLAND,NY,10302,STATEN ISLAND,718-448-5757,Y,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,00:00,00:00,00:00,00:00,40.634927,-74.134422,501,49,213,5024253,5010360019,Port Richmond,POINT (-74.134422 40.634927)
OLDER ADULT CENTER CONTRACTS,C5701,MIDDLE VILLAGE OAC (C57),RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA,69-10 75th Street,FLUSHING,NY,11379,QUEENS,718-894-3441,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.709285,-73.876664,405,30,619,4091868,4037860020,Middle Village,POINT (-73.876664 40.709285)
OLDER ADULT CENTER CONTRACTS,C9001,WAYSIDE OUT ROSETTA GASTON SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,460 Dumont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-345-5665,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.66514,-73.902222,316,42,910,3328133,3037970001,Brownsville,POINT (-73.902222 40.66514)
OLDER ADULT CENTER CONTRACTS,C4501,ITALIAN SENIOR CITIZENS CENTER (C45),ITALIAN SENIOR CITIZENS CENTER INC.,83-20 Queens Blvd,FLUSHING,NY,11373,QUEENS,718-335-7272,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.737205,-73.879686,404,25,475,4057291,4024760017,Elmhurst,POINT (-73.879686 40.737205)
OLDER ADULT CENTER CONTRACTS,C6501,SAM FIELD OLDER ADULT CENTER (C65),SAMUEL FIELD YM & YWHA INC,58-20 Little Neck Pkwy,FLUSHING,NY,11362,QUEENS,718-225-6750,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.761577,-73.723122,411,23,152902,4173029,4083520051,Douglas Manor-Douglaston-Little Neck,POINT (-73.723122 40.761577)
OLDER ADULT CENTER CONTRACTS,C3903,HANAC RAVENSWOOD OLDER ADULT CENTER (C39),HANAC INC.,34-35 12th Street,LONG ISLAND CITY,NY,11106,QUEENS,718-786-1550,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.76323,-73.937607,401,26,43,4430802,4005230002,Queensbridge-Ravenswood-Long Island City,POINT (-73.937607 40.76323)
OLDER ADULT CENTER CONTRACTS,W1901,PSS PARKSIDE (W19),PRESBYTERIAN SENIOR SERVICES,644 Adee Avenue,BRONX,NY,10467,BRONX,718-881-7780,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.86967,-73.869106,211,15,336,2101742,2045420100,Bronxdale,POINT (-73.869106 40.86967)
OLDER ADULT CENTER CONTRACTS,C0401,AMICO 59TH ST SENIOR CITIZEN CTR (C04),AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC AMICO,5901 13th Avenue,BROOKLYN,NY,11219,BROOKLYN,718-972-1558,Y,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,40.629332,-73.998022,312,44,192,3141065,3057120001,Borough Park,POINT (-73.998022 40.629332)
OLDER ADULT CENTER CONTRACTS,C3901,HANAC ANGELO PETROMELIS OLDER ADULT CENTER (C39),HANAC INC.,13-28 123rd Street,FLUSHING,NY,11356,QUEENS,718-961-0344,Y,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,00:00,00:00,00:00,00:00,40.786179,-73.844772,407,19,947,4096960,4039970035,College Point,POINT (-73.844772 40.786179)
OLDER ADULT CENTER CONTRACTS,C3510,STUYVESANT HEIGHTS OAC (C35),FORT GREENE COUNCIL,562-574 Madison Street,BROOKLYN,NY,11221,BROOKLYN,718-230-0824,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.686471,-73.935295,303,36,293,3045125,3016450001,Stuyvesant Heights,POINT (-73.935295 40.686471)
OLDER ADULT CENTER CONTRACTS,W2004,HOPE GARDENS MULTISERVICE (W20),RISEBORO COMMUNITY PARTNERSHIP INC,195 Linden Street,BROOKLYN,NY,11221,BROOKLYN,718-455-1100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.69537,-73.917486,304,37,417,3076116,3033240019,Bushwick South,POINT (-73.917486 40.69537)
OLDER ADULT CENTER CONTRACTS,C8901,WASHINGTON HEIGHTS NEIGHBORHOOD SENIOR CENTER (STAR OAC) (C89),WASHINGTON HEIGHTS COMMUNITY SERVICE INC,650 West 187th Street,NEW YORK,NY,10033,MANHATTAN,212-781-8331,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853679,-73.932494,112,10,271,1075520,1021670056,Washington Heights North,POINT (-73.932494 40.853679)
OLDER ADULT CENTER CONTRACTS,C4708,JCCGCI OCEAN PARKWAY OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1960 East 7th Street,BROOKLYN,NY,11223,BROOKLYN,718-449–5000,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.603084,-73.965083,315,47,418,3178703,3066820045,Homecrest,POINT (-73.965083 40.603084)
OLDER ADULT CENTER CONTRACTS,C8302,JASA BAY EDEN OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1220 East 229th St Bronx NY 10466,BRONX,NY,10466,BRONX,718-882-3815,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.884011,-73.842204,212,12,460,2093741,2049050360,Eastchester-Edenwald-Baychester,POINT (-73.842204 40.884011)
OLDER ADULT CENTER CONTRACTS,C3502,MARCUS GARVEY (C35),FORT GREENE COUNCIL,1440 East New York Avenue,BROOKLYN,NY,11212,BROOKLYN,718-346-7167,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.670654,-73.914575,316,41,902,3080727,3034960013,Brownsville,POINT (-73.914575 40.670654)
OLDER ADULT CENTER CONTRACTS,C2802,CYPRESS HILLS ADULT SOCIAL CLUB (C28),CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC,475 Fountain Av,BROOKLYN,NY,11208,BROOKLYN,347-529-7333,Y,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,00:00,00:00,00:00,00:00,40.668288,-73.873005,305,42,1210,3337041,3042920061,East New York,POINT (-73.873005 40.668288)
OLDER ADULT CENTER CONTRACTS,C1103,BRONXWORKS EAST CONCOURSE (MY SPOT/MI RINCON OAC) (C11),BRONXWORKS INC,236 East Tremont Ave,BRONX,NY,10457,BRONX,718-731-6300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.848936,-73.904562,205,15,23302,2007599,2028040021,Mount Hope,POINT (-73.904562 40.848936)
OLDER ADULT CENTER CONTRACTS,C7601,STANLEY ISAACS NSC/HOLMES OLDER ADULT CENTER (C76),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 E 93rd Street,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.780904,-73.945112,108,05,152,1082367,1015730001,Yorkville,POINT (-73.945112 40.780904)
OLDER ADULT CENTER CONTRACTS,C4707,JCCGCI MIDWOOD OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1625 Ocean Avenue,BROOKLYN,NY,11230,BROOKLYN,718-253-0508,Y,09:00,04:30,09:00,04:30,09:00,04:30,09:00,04:30,09:00,04:30,00:00,00:00,00:00,00:00,40.622341,-73.955743,314,45,760,3208316,3076200025,Midwood,POINT (-73.955743 40.622341)
OLDER ADULT CENTER CONTRACTS,C7101,SOUTHSIDE LOS SURES DAVID SANTIAGO (C71),SOUTHSIDE UNITED HOUSING DEVELOPMENT FUND CORP,201 South 4th Street,BROOKLYN,NY,11211,BROOKLYN,718-384-2314,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.710881,-73.96016,301,34,523,3321304,3024320025,North Side-South Side,POINT (-73.96016 40.710881)
CAREGIVER SERVICES CONTRACTS,1K501,NEIGHBORHOOD S.H.O.P.P. INC. (1K5),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite #401,BRONX,NY,10459,BRONX,718-542-0006,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.822052,-73.895879,202,17,87,2114693,2027037501,Longwood,POINT (-73.895879 40.822052)
CASE MANAGEMENT SERVICES CONTRACTS,4ME01,SELFHELP PROJECT QUEENS (4ME),SELFHELP COMMUNITY SERVICES INC,45-25 KISSENA BOULEVARD,FLUSHING,NY,11355,QUEENS,718-321-8194,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.751765,-73.820331,407,20,1205,4117390,4052000052,East Flushing,POINT (-73.820331 40.751765)
OLDER ADULT CENTER CONTRACTS,C7002,SNAP #2: BROOKVILLE OAC (C70),SERVICES NOW FOR ADULT PERSONS INC,133-33 Brookville Boulevard,JAMAICA,NY,11422,QUEENS,718-454-2100,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,10:00,01:00,00:00,00:00,40.674396,-73.732749,413,31,61602,4279577,4129800001,Rosedale,POINT (-73.732749 40.674396)
OLDER ADULT CENTER CONTRACTS,C1001,BRONX HOUSE WEINBERG NEIGHBORHOOD SENIOR CENTER (C10),BRONX HOUSE INC,990 Pelham Parkway South,BRONX,NY,10461,BRONX,718-792-1800,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.856804,-73.860354,211,13,248,2088568,2043287501,Pelham Parkway,POINT (-73.860354 40.856804)
OLDER ADULT CENTER CONTRACTS,C7208,RAICES GOWANUS OAC SATELLITE (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,420 Baltic Street,BROOKLYN,NY,11217,BROOKLYN,718-797-2472,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.683646,-73.988783,306,33,71,3336072,3004040001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.988783 40.683646)
OLDER ADULT CENTER CONTRACTS,C5806,RAIN INWOOD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,84 Vermilyea Avenue,NEW YORK,NY,10034,MANHATTAN,212-567-3200,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.865838,-73.923128,112,10,291,1064905,1022340029,Marble Hill-Inwood,POINT (-73.923128 40.865838)
OLDER ADULT CENTER CONTRACTS,C0502,ARC XVI CENTRAL HARLEM CENTER (C05),ARC XVI FORT WASHINGTON INC,120 West 140th Street,NEW YORK,NY,10030,MANHATTAN,347-919-5072,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.817579,-73.939272,110,09,230,1060054,1020080013,Central Harlem North-Polo Grounds,POINT (-73.939272 40.817579)
OLDER ADULT CENTER CONTRACTS,W2206,JASA ROCKAWAY PARK (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,106-20 Shore Front Parkway,FAR ROCKAWAY,NY,11694,QUEENS,718-634-3044,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.580723,-73.826713,414,32,938,4303818,4161770035,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.826713 40.580723)
OLDER ADULT CENTER CONTRACTS,W2006,RIDGEWOOD BUSHWICK (W20),RISEBORO COMMUNITY PARTNERSHIP INC,319 Stanhope Street,BROOKLYN,NY,11237,BROOKLYN,718-366-3038,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.70285,-73.918336,304,37,443,3074237,3032590023,Bushwick North,POINT (-73.918336 40.70285)
OLDER ADULT CENTER CONTRACTS,C5802,RAIN BOSTON ROAD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,2424 Boston Road,BRONX,NY,10467,BRONX,718547-8827,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.861733,-73.866616,211,13,330,2093401,2044310001,Bronxdale,POINT (-73.866616 40.861733)
OLDER ADULT CENTER CONTRACTS,W1602,BRONX RIVER (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1619 East 174 Street,BRONX,NY,10472,BRONX,718-617-6334,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.83395,-73.876147,209,18,62,2092909,2038860002,West Farms-Bronx River,POINT (-73.876147 40.83395)
OLDER ADULT CENTER CONTRACTS,C3501,GRACE AGARD HAREWOOD OAC (C35),FORT GREENE COUNCIL,19 Rogers Ave,BROOKLYN,NY,11216,BROOKLYN,718-638-6910,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.676909,-73.952667,308,36,315,3030302,3012120006,Crown Heights North,POINT (-73.952667 40.676909)
OLDER ADULT CENTER CONTRACTS,C1705,CCNS OZONE PARK OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,103-02 101st Ave,JAMAICA,NY,11416,QUEENS,718-847-2100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.686027,-73.839777,409,28,112,4198392,4094210001,Richmond Hill,POINT (-73.839777 40.686027)
OLDER ADULT CENTER CONTRACTS,C3506,ALBANY OAC (C35),FORT GREENE COUNCIL,196 Albany Avenue,BROOKLYN,NY,11213,BROOKLYN,718-773-2600,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.67388,-73.938974,308,36,343,3031082,3012300044,Crown Heights North,POINT (-73.938974 40.67388)
OLDER ADULT CENTER CONTRACTS,C6701,SEBCO SENIOR CENTER (C67),SEBCO DEVELOPMENT INC,887 Southern Boulevard,BRONX,NY,10459,BRONX,718-617-3465,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.818913,-73.89355,202,17,89,2005752,2027220040,Hunts Point,POINT (-73.89355 40.818913)
OLDER ADULT CENTER CONTRACTS,C1709,CCNS SEASIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,320 Beach 94th Street,FAR ROCKAWAY,NY,11693,QUEENS,347-926-4119,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.5877,-73.817309,414,32,94202,4303571,4161260004,Hammels-Arverne-Edgemere,POINT (-73.817309 40.5877)
OLDER ADULT CENTER CONTRACTS,W1909,PSS HIGHBRIDGE GARDENS (W19),PRESBYTERIAN SENIOR SERVICES,1145 University Avenue,BRONX,NY,10452,BRONX,347-918-9185,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.837077,-73.928282,204,16,193,2095219,2025270032,Highbridge,POINT (-73.928282 40.837077)
OLDER ADULT CENTER CONTRACTS,C9008,WAYSIDE OUT GLENMORE PLAZA SOCIAL CLUB (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,1777 Pitkin Avenue,BROOKLYN,NY,11212,BROOKLYN,917-962-8276,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.670168,-73.907561,316,37,906,3080766,3035070001,Brownsville,POINT (-73.907561 40.670168)
OLDER ADULT CENTER CONTRACTS,C1703,CCNS CATHERINE SHERIDAN OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,35-24 83rd Street,FLUSHING,NY,11372,QUEENS,718-458-4600,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.751548,-73.883703,403,25,283,4437136,4014560001,Jackson Heights,POINT (-73.883703 40.751548)
OLDER ADULT CENTER CONTRACTS,W2003,DIANA JONES ISC (W20),RISEBORO COMMUNITY PARTNERSHIP INC,9 Noll Street,BROOKLYN,NY,11206,BROOKLYN,718-782-3601,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.700163,-73.935675,304,34,391,3387594,3031450100,Bushwick South,POINT (-73.935675 40.700163)
TRANSPORTATION SERVICES CONTRACTS,44Z01,ALLEN TRANSPORTATION (44Z),JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,92-47 165TH STREET,JAMAICA,NY,11433,QUEENS,718-657-6500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.704393,-73.794058,412,27,244,4216225,4101550029,Jamaica,POINT (-73.794058 40.704393)
OLDER ADULT CENTER CONTRACTS,W1904,PSS MORRISANIA AIR RIGHTS (W19),PRESBYTERIAN SENIOR SERVICES,3135 Park Ave,BRONX,NY,10451,BRONX,718-992-2528,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.82415,-73.917164,204,16,173,2100990,2024209078,East Concourse-Concourse Village,POINT (-73.917164 40.82415)
TRANSPORTATION SERVICES CONTRACTS,30901,WHIST TRANSPORTATION (309),ARC XVI FORT WASHINGTON INC,4111 Broadway,NEW YORK,NY,10033,MANHATTAN,212-781-5700,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.845128,-73.938763,112,10,263,1063501,1021420133,Washington Heights South,POINT (-73.938763 40.845128)
OLDER ADULT CENTER CONTRACTS,C2202,CASC NEW LANE NSC (C22),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,70 New Lane,STATEN ISLAND,NY,10301,STATEN ISLAND,718-448-5936,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.612811,-74.062256,501,49,6,5042254,5028320068,Stapleton-Rosebank,POINT (-74.062256 40.612811)
OLDER ADULT CENTER CONTRACTS,W1604,ELMHURST (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,75-01 Broadway Avenue,FLUSHING,NY,11373,QUEENS,718-478-7171,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.746172,-73.890208,404,25,267,4036730,4014860013,Elmhurst,POINT (-73.890208 40.746172)
OLDER ADULT CENTER CONTRACTS,C1903,CENTRAL HARLEM LINCOLN (MN11) (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,60 E 135th St,NEW YORK,NY,10035,MANHATTAN,212-926-4871,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.81161,-73.934935,111,09,210,1081120,1017570020,East Harlem North,POINT (-73.934935 40.81161)
OLDER ADULT CENTER CONTRACTS,C8601,UNITED NEIGHBORHOOD SENIOR CITIZENS CTR (C86),UNITED SENIOR CITIZENS OF SUNSET PARK INC,475 53rd Street,BROOKLYN,NY,11220,BROOKLYN,718-439-8647,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.64386,-74.012767,307,38,76,3013917,3008070046,Sunset Park West,POINT (-74.012767 40.64386)
OLDER ADULT CENTER CONTRACTS,W1903,PSS ANDREW JACKSON (W19),PRESBYTERIAN SENIOR SERVICES,325 East 156th Street,BRONX,NY,10451,BRONX,718-585-1640,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.821439,-73.917995,201,17,69,2091224,2024160001,Melrose South-Mott Haven North,POINT (-73.917995 40.821439)
CAREGIVER SERVICES CONTRACTS,6K301,PARTNERS IN CARING AT SAGE (6K3),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,305 7 AVENUE,NEW YORK,NY,10001,MANHATTAN,929-484-4161,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.746817,-73.993655,105,03,95,1015060,1008037502,Midtown-Midtown South,POINT (-73.993655 40.746817)
OLDER ADULT CENTER CONTRACTS,C1716,CCNS WOODHAVEN-RICHMOND HILL OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,89-02 91st Street,JAMAICA,NY,11421,QUEENS,718-847-9200,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.690455,-73.852946,409,32,18,4185709,4089720004,Woodhaven,POINT (-73.852946 40.690455)
OLDER ADULT CENTER CONTRACTS,C0205,ALLEN AME ROCKAWAY BLVD SENIOR CENTER (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,123-10 143rd St,JAMAICA,NY,11436,QUEENS,718-657-6752,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.674522,-73.795725,412,28,182,4261337,4120390044,Baisley Park,POINT (-73.795725 40.674522)
OLDER ADULT CENTER CONTRACTS,C7001,SNAP #1: EASTERN QUEENS OAC (ISC) (C70),SERVICES NOW FOR ADULT PERSONS INC,80-45 Winchester Blvd Bldg. 4,JAMAICA,NY,11427,QUEENS,718-525-8899,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.737685,-73.734021,413,23,1567,4537294,4078800400,Bellerose,POINT (-73.734021 40.737685)
OLDER ADULT CENTER CONTRACTS,CC301,ROBERT COUCHE OLDER ADULT CENTER (CC3),MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC,137-57 FARMERS BOULEVARD,JAMAICA,NY,11434,QUEENS,718-978-8352,Y,,,,,,,,,,,,,,,40.67251,-73.764138,412,31,330,4280089,4130200013,Springfield Gardens North,POINT (-73.764138 40.67251)
OLDER ADULT CENTER CONTRACTS,C6801,SEPHARDIC MULTI SERVICES SENIOR CITIZENS CENTER (C68),SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,485 Kings Hwy,BROOKLYN,NY,11223,BROOKLYN,718-336-1300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.604258,-73.971654,315,44,422,3177186,3066580048,Homecrest,POINT (-73.971654 40.604258)
OLDER ADULT CENTER CONTRACTS,C2801,CYPRESS HILLS FULTON STREET SENIOR CITIZENS CENTER (C28),CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC,3208 Fulton St Brooklyn NY 11208-1936,BROOKLYN,NY,11208,BROOKLYN,718-235-0064,Y,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,00:00,00:00,00:00,00:00,40.682337,-73.876771,305,37,1178,3092631,3041400013,Cypress Hills-City Line,POINT (-73.876771 40.682337)
OLDER ADULT CENTER CONTRACTS,C0301,ALPHA PHI ALPHA SENIOR CITIZENS OAC (C03),ALPHA PHI ALPHA SENIOR CITIZENS CENTER INC,220-01 Linden Blvd,JAMAICA,NY,11411,QUEENS,718-528-8238,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.695105,-73.740004,413,27,596,4244354,4113210006,Cambria Heights,POINT (-73.740004 40.695105)
